occurrence_id,word,source_type,cue_index,paragraph_clip_index,sentence_clip_index,word_index_in_sentence,sentence_segment_start_main,sentence_segment_end_main,paragraph_segment_start_main,paragraph_segment_end_main,main_video_start,main_video_end,relative_sentence_clip_start,relative_sentence_clip_end,relative_paragraph_clip_start,relative_paragraph_clip_end,sentence_clip_src,paragraph_clip_src,timing_status,sentence_text,paragraph_text,notes
741,body,paragraph,13,13,55,4,596.8,608.6,585,644,598.1882,598.5353,1.3882,1.7353,13.1882,13.5353,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
742,can,paragraph,13,13,55,5,596.8,608.6,585,644,598.5353,598.8824,1.7353,2.0824,13.5353,13.8824,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
743,be,paragraph,13,13,55,6,596.8,608.6,585,644,598.8824,599.2294,2.0824,2.4294,13.8824,14.2294,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
744,most,paragraph,13,13,55,7,596.8,608.6,585,644,599.2294,599.5765,2.4294,2.7765,14.2294,14.5765,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
745,useful,paragraph,13,13,55,8,596.8,608.6,585,644,599.5765,599.9235,2.7765,3.1235,14.5765,14.9235,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
746,in,paragraph,13,13,55,9,596.8,608.6,585,644,599.9235,600.2706,3.1235,3.4706,14.9235,15.2706,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
747,interrupting,paragraph,13,13,55,10,596.8,608.6,585,644,600.2706,600.6176,3.4706,3.8176,15.2706,15.6176,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
748,fascism,paragraph,13,13,55,11,596.8,608.6,585,644,600.6176,600.9647,3.8176,4.1647,15.6176,15.9647,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
749,protecting,paragraph,13,13,55,12,596.8,608.6,585,644,600.9647,601.3118,4.1647,4.5118,15.9647,16.3118,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
750,immigrants,paragraph,13,13,55,13,596.8,608.6,585,644,601.3118,601.6588,4.5118,4.8588,16.3118,16.6588,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
751,closing,paragraph,13,13,55,14,596.8,608.6,585,644,601.6588,602.0059,4.8588,5.2059,16.6588,17.0059,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
752,concentration,paragraph,13,13,55,15,596.8,608.6,585,644,602.0059,602.3529,5.2059,5.5529,17.0059,17.3529,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
753,camps,paragraph,13,13,55,16,596.8,608.6,585,644,602.3529,602.7,5.5529,5.9,17.3529,17.7,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
754,ending,paragraph,13,13,55,17,596.8,608.6,585,644,602.7,603.0471,5.9,6.2471,17.7,18.0471,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
755,police,paragraph,13,13,55,18,596.8,608.6,585,644,603.0471,603.3941,6.2471,6.5941,18.0471,18.3941,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
756,brutality,paragraph,13,13,55,19,596.8,608.6,585,644,603.3941,603.7412,6.5941,6.9412,18.3941,18.7412,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
757,honoring,paragraph,13,13,55,20,596.8,608.6,585,644,603.7412,604.0882,6.9412,7.2882,18.7412,19.0882,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
758,indigenous,paragraph,13,13,55,21,596.8,608.6,585,644,604.0882,604.4353,7.2882,7.6353,19.0882,19.4353,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
759,sovereignty,paragraph,13,13,55,22,596.8,608.6,585,644,604.4353,604.7824,7.6353,7.9824,19.4353,19.7824,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
760,and,paragraph,13,13,55,23,596.8,608.6,585,644,604.7824,605.1294,7.9824,8.3294,19.7824,20.1294,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
761,safeguarding,paragraph,13,13,55,24,596.8,608.6,585,644,605.1294,605.4765,8.3294,8.6765,20.1294,20.4765,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
762,the,paragraph,13,13,55,25,596.8,608.6,585,644,605.4765,605.8235,8.6765,9.0235,20.4765,20.8235,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
763,future,paragraph,13,13,55,26,596.8,608.6,585,644,605.8235,606.1706,9.0235,9.3706,20.8235,21.1706,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
764,of,paragraph,13,13,55,27,596.8,608.6,585,644,606.1706,606.5176,9.3706,9.7176,21.1706,21.5176,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
765,the,paragraph,13,13,55,28,596.8,608.6,585,644,606.5176,606.8647,9.7176,10.0647,21.5176,21.8647,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
766,planet,paragraph,13,13,55,29,596.8,608.6,585,644,606.8647,607.2118,10.0647,10.4118,21.8647,22.2118,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
767,and,paragraph,13,13,55,30,596.8,608.6,585,644,607.2118,607.5588,10.4118,10.7588,22.2118,22.5588,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
768,all,paragraph,13,13,55,31,596.8,608.6,585,644,607.5588,607.9059,10.7588,11.1059,22.5588,22.9059,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
769,its,paragraph,13,13,55,32,596.8,608.6,585,644,607.9059,608.2529,11.1059,11.4529,22.9059,23.2529,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
770,inhabitants,paragraph,13,13,55,33,596.8,608.6,585,644,608.2529,608.6,11.4529,11.8,23.2529,23.6,segments/sentences/sent_55.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
771,invite,paragraph,13,13,56,0,608.6,620.4,585,644,608.6,609.6727,0,1.0727,23.6,24.6727,segments/sentences/sent_56.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Invite us, strategize with us, bring all your skills and strengths.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
772,us,paragraph,13,13,56,1,608.6,620.4,585,644,609.6727,610.7455,1.0727,2.1455,24.6727,25.7455,segments/sentences/sent_56.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Invite us, strategize with us, bring all your skills and strengths.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
773,strategize,paragraph,13,13,56,2,608.6,620.4,585,644,610.7455,611.8182,2.1455,3.2182,25.7455,26.8182,segments/sentences/sent_56.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Invite us, strategize with us, bring all your skills and strengths.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
774,with,paragraph,13,13,56,3,608.6,620.4,585,644,611.8182,612.8909,3.2182,4.2909,26.8182,27.8909,segments/sentences/sent_56.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Invite us, strategize with us, bring all your skills and strengths.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
775,us,paragraph,13,13,56,4,608.6,620.4,585,644,612.8909,613.9636,4.2909,5.3636,27.8909,28.9636,segments/sentences/sent_56.mp4,segments/paragraphs/para_13.mp4,estimated-needs-review,"Invite us, strategize with us, bring all your skills and strengths.","Developing relationships with people with disabilities and asking us what we need is key. Inquire about where your body can be most useful in interrupting fascism, protecting immigrants, closing concentration camps, ending police brutality, honoring Indigenous sovereignty, and safeguarding the future of the planet and all its inhabitants. Invite us, strategize with us, bring all your skills and strengths. Don’t forget us. We are central to this movement and the future we are creating together.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
